vertex,group_id,degree,beteweeness,from,to
,,,,Culture,Philanthropy
,,,,Creativity,Philanthropy
,,,,Computers,Philanthropy
,,,,Community,Philanthropy
,,,,Collaboration,Philanthropy
,,,,Cities,Philanthropy
,,,,Children,Philanthropy
,,,,Business,Philanthropy
,,,,Arts,Philanthropy
,,,,Philanthropy,Latin America
,,,,Latin America,Philanthropy
,,,,Philanthropy,Architecture
,,,,Architecture,Philanthropy
,,,,Philanthropy,Africa
,,,,Africa,Philanthropy
,,,,Philanthropy,AIDS
,,,,AIDS,Philanthropy
,,,,Philanthropy,One Laptop Per Child
,,,,One Laptop Per Child,Philanthropy
,,,,Philanthropy,Activism
,,,,Activism,Philanthropy
,,,,Personal growth,Parenting
,,,,Personal growth,Motivation
,,,,Personal growth,Medicine
,,,,Personal growth,Leadership
,,,,Personal growth,Humanity
,,,,Personal growth,Health
,,,,Personal growth,Happiness
,,,,Personal growth,Global issues
,,,,Personal growth,Film
,,,,Personal growth,Evolution
,,,,Personal growth,Entertainment
,,,,Personal growth,Education
,,,,Personal growth,Economics
,,,,Personal growth,Dance
,,,,Personal growth,Culture
,,,,Personal growth,Children
,,,,Personal growth,Business
,,,,Parenting,Personal growth
,,,,Motivation,Personal growth
,,,,Medicine,Personal growth
,,,,Leadership,Personal growth
,,,,Humanity,Personal growth
,,,,Health,Personal growth
,,,,Happiness,Personal growth
,,,,Global issues,Personal growth
,,,,Film,Personal growth
,,,,Evolution,Personal growth
,,,,Entertainment,Personal growth
,,,,Education,Personal growth
,,,,Economics,Personal growth
,,,,Dance,Personal growth
,,,,Culture,Personal growth
,,,,Children,Personal growth
,,,,Business,Personal growth
,,,,Personal growth,Performance
,,,,Performance,Personal growth
,,,,Personal growth,Climate change
,,,,Climate change,Personal growth
,,,,Personal growth,Cancer
,,,,Cancer,Personal growth
,,,,Personal growth,Exploration
,,,,Exploration,Personal growth
,,,,Personal growth,Music
,,,,Music,Personal growth
,,,,Personal growth,Africa
,,,,Africa,Personal growth
,,,,Personal growth,AIDS
,,,,AIDS,Personal growth
,,,,Personal growth,Activism
,,,,Activism,Personal growth
,,,,Performance,Medicine
,,,,Performance,Media
,,,,Performance,Invention
,,,,Performance,Identity
,,,,Performance,Humor
,,,,Performance,Humanity
,,,,Performance,Happiness
,,,,Performance,Government
,,,,Performance,Global issues
,,,,Performance,Future
,,,,Performance,Environment
,,,,Performance,Entertainment
,,,,Performance,Education
,,,,Performance,Design
,,,,Performance,Dance
,,,,Performance,Culture
,,,,Performance,Creativity
,,,,Performance,Computers
,,,,Performance,Community
,,,,Performance,Comedy
,,,,Performance,Children
,,,,Performance,Business
,,,,Performance,Brain
,,,,Medicine,Performance
,,,,Media,Performance
,,,,Invention,Performance
,,,,Identity,Performance
,,,,Humor,Performance
,,,,Humanity,Performance
,,,,Happiness,Performance
,,,,Government,Performance
,,,,Global issues,Performance
,,,,Future,Performance
,,,,Environment,Performance
,,,,Entertainment,Performance
,,,,Education,Performance
,,,,Design,Performance
,,,,Dance,Performance
,,,,Culture,Performance
,,,,Creativity,Performance
,,,,Computers,Performance
,,,,Community,Performance
,,,,Comedy,Performance
,,,,Children,Performance
,,,,Business,Performance
,,,,Brain,Performance
,,,,Performance,Mental health
,,,,Mental health,Performance
,,,,Performance,Biology
,,,,Biology,Performance
,,,,Performance,God
,,,,God,Performance
,,,,Performance,Climate change
,,,,Climate change,Performance
,,,,Performance,Cancer
,,,,Cancer,Performance
,,,,Performance,MacArthur grant
,,,,MacArthur grant,Performance
,,,,Performance,Music
,,,,Music,Performance
,,,,Performance,Live music
,,,,Live music,Performance
,,,,Performance,Arts
,,,,Arts,Performance
,,,,Performance,Beauty
,,,,Beauty,Performance
,,,,Performance,Gender
,,,,Gender,Performance
,,,,Performance,Animals
,,,,Animals,Performance
,,,,Performance,Activism
,,,,Activism,Performance
,,,,Peace,Medicine
,,,,Peace,Invention
,,,,Peace,Health care
,,,,Peace,Health
,,,,Peace,Global issues
,,,,Peace,Design
,,,,Peace,Culture
,,,,Medicine,Peace
,,,,Invention,Peace
,,,,Health care,Peace
,,,,Health,Peace
,,,,Global issues,Peace
,,,,Design,Peace
,,,,Culture,Peace
,,,,Peace,Government
,,,,Government,Peace
,,,,Peace,Entertainment
,,,,Entertainment,Peace
,,,,Peace,Comedy
,,,,Comedy,Peace
,,,,Peace,Open-source
,,,,Open-source,Peace
,,,,Peace,Collaboration
,,,,Collaboration,Peace
,,,,Peace,Education
,,,,Education,Peace
,,,,Peace,Children
,,,,Children,Peace
,,,,Peace,Faith
,,,,Faith,Peace
,,,,Peace,Media
,,,,Media,Peace
,,,,Peace,Humanity
,,,,Humanity,Peace
,,,,Peace,Economics
,,,,Economics,Peace
,,,,Peace,Community
,,,,Community,Peace
,,,,Peace,Communication
,,,,Communication,Peace
,,,,Peace,Leadership
,,,,Leadership,Peace
,,,,Peace,Humor
,,,,Humor,Peace
,,,,Peace,Film
,,,,Film,Peace
,,,,Peace,Brain
,,,,Brain,Peace
,,,,Peace,Crime
,,,,Crime,Peace
,,,,Peace,Happiness
,,,,Happiness,Peace
,,,,Peace,Mental health
,,,,Mental health,Peace
,,,,Peace,God
,,,,God,Peace
,,,,Peace,Climate change
,,,,Climate change,Peace
,,,,Peace,Feminism
,,,,Feminism,Peace
,,,,Peace,Music
,,,,Music,Peace
,,,,Peace,Arts
,,,,Arts,Peace
,,,,Peace,Africa
,,,,Africa,Peace
,,,,Peace,Nuclear weapons
,,,,Nuclear weapons,Peace
,,,,Peace,Activism
,,,,Activism,Peace
,,,,Parenting,Health care
,,,,Parenting,Health
,,,,Parenting,Global issues
,,,,Parenting,Entertainment
,,,,Parenting,Design
,,,,Parenting,Culture
,,,,Parenting,Computers
,,,,Health care,Parenting
,,,,Health,Parenting
,,,,Global issues,Parenting
,,,,Entertainment,Parenting
,,,,Design,Parenting
,,,,Culture,Parenting
,,,,Computers,Parenting
,,,,Parenting,Education
,,,,Education,Parenting
,,,,Parenting,Children
,,,,Children,Parenting
,,,,Parenting,Internet
,,,,Internet,Parenting
,,,,Parenting,Economics
,,,,Economics,Parenting
,,,,Parenting,Community
,,,,Community,Parenting
,,,,Parenting,Communication
,,,,Communication,Parenting
,,,,Parenting,Business
,,,,Business,Parenting
,,,,Parenting,Creativity
,,,,Creativity,Parenting
,,,,Parenting,Europe
,,,,Europe,Parenting
,,,,Parenting,Film
,,,,Film,Parenting
,,,,Parenting,Identity
,,,,Identity,Parenting
,,,,Parenting,Dance
,,,,Dance,Parenting
,,,,Parenting,Happiness
,,,,Happiness,Parenting
,,,,Parenting,Latin America
,,,,Latin America,Parenting
,,,,Parenting,Activism
,,,,Activism,Parenting
,,,,Open-source,Oceans
,,,,Open-source,Invention
,,,,Open-source,Health care
,,,,Open-source,Health
,,,,Open-source,Government
,,,,Open-source,Global issues
,,,,Open-source,Disaster relief
,,,,Open-source,Design
,,,,Open-source,Culture
,,,,Open-source,Computers
,,,,Oceans,Open-source
,,,,Invention,Open-source
,,,,Health care,Open-source
,,,,Health,Open-source
,,,,Government,Open-source
,,,,Global issues,Open-source
,,,,Disaster relief,Open-source
,,,,Design,Open-source
,,,,Culture,Open-source
,,,,Computers,Open-source
,,,,Open-source,Collaboration
,,,,Collaboration,Open-source
,,,,Open-source,Education
,,,,Education,Open-source
,,,,Open-source,Media
,,,,Media,Open-source
,,,,Open-source,Law
,,,,Law,Open-source
,,,,Open-source,Internet
,,,,Internet,Open-source
,,,,Open-source,Economics
,,,,Economics,Open-source
,,,,Open-source,Business
,,,,Business,Open-source
,,,,Open-source,Creativity
,,,,Creativity,Open-source
,,,,Open-source,Future
,,,,Future,Open-source
,,,,Open-source,Disease
,,,,Disease,Open-source
,,,,Open-source,Crime
,,,,Crime,Open-source
,,,,Open-source,Cancer
,,,,Cancer,Open-source
,,,,Open-source,MacArthur grant
,,,,MacArthur grant,Open-source
,,,,Open-source,Exploration
,,,,Exploration,Open-source
,,,,Open-source,Arts
,,,,Arts,Open-source
,,,,Open-source,Architecture
,,,,Architecture,Open-source
,,,,Open-source,Adventure
,,,,Adventure,Open-source
,,,,Open-source,Activism
,,,,Activism,Open-source
,,,,One Laptop Per Child,Global issues
,,,,One Laptop Per Child,Education
,,,,One Laptop Per Child,Design
,,,,One Laptop Per Child,Creativity
,,,,One Laptop Per Child,Computers
,,,,One Laptop Per Child,Children
,,,,One Laptop Per Child,Business
,,,,Global issues,One Laptop Per Child
,,,,Education,One Laptop Per Child
,,,,Design,One Laptop Per Child
,,,,Creativity,One Laptop Per Child
,,,,Computers,One Laptop Per Child
,,,,Children,One Laptop Per Child
,,,,Business,One Laptop Per Child
,,,,One Laptop Per Child,Activism
,,,,Activism,One Laptop Per Child
,,,,Oceans,Health
,,,,Health,Oceans
,,,,Oceans,Green
,,,,Green,Oceans
,,,,Oceans,Global issues
,,,,Global issues,Oceans
,,,,Oceans,Environment
,,,,Environment,Oceans
,,,,Oceans,Disaster relief
,,,,Disaster relief,Oceans
,,,,Oceans,Invention
,,,,Invention,Oceans
,,,,Oceans,Design
,,,,Design,Oceans
,,,,Oceans,Culture
,,,,Culture,Oceans
,,,,Oceans,Entertainment
,,,,Entertainment,Oceans
,,,,Oceans,Collaboration
,,,,Collaboration,Oceans
,,,,Oceans,Education
,,,,Education,Oceans
,,,,Oceans,Law
,,,,Law,Oceans
,,,,Oceans,Internet
,,,,Internet,Oceans
,,,,Oceans,Economics
,,,,Economics,Oceans
,,,,Oceans,Communication
,,,,Communication,Oceans
,,,,Oceans,Business
,,,,Business,Oceans
,,,,Oceans,Evolution
,,,,Evolution,Oceans
,,,,Oceans,Humor
,,,,Humor,Oceans
,,,,Oceans,Film
,,,,Film,Oceans
,,,,Oceans,Biosphere
,,,,Biosphere,Oceans
,,,,Oceans,Biology
,,,,Biology,Oceans
,,,,Oceans,Biodiversity
,,,,Biodiversity,Oceans
,,,,Oceans,Climate change
,,,,Climate change,Oceans
,,,,Oceans,Exploration
,,,,Exploration,Oceans
,,,,Oceans,Music
,,,,Music,Oceans
,,,,Oceans,Arts
,,,,Arts,Oceans
,,,,Oceans,Animals
,,,,Animals,Oceans
,,,,Oceans,Birds
,,,,Birds,Oceans
,,,,Oceans,Adventure
,,,,Adventure,Oceans
,,,,Oceans,Activism
,,,,Activism,Oceans
,,,,Nuclear weapons,Law
,,,,Nuclear weapons,Humanity
,,,,Nuclear weapons,Green
,,,,Nuclear weapons,Global issues
,,,,Nuclear weapons,Environment
,,,,Nuclear weapons,Economics
,,,,Nuclear weapons,Climate change
,,,,Law,Nuclear weapons
,,,,Humanity,Nuclear weapons
,,,,Green,Nuclear weapons
,,,,Global issues,Nuclear weapons
,,,,Environment,Nuclear weapons
,,,,Economics,Nuclear weapons
,,,,Climate change,Nuclear weapons
,,,,Nuclear weapons,Activism
,,,,Activism,Nuclear weapons
,,,,Music,Mental health
,,,,Music,Medicine
,,,,Music,Media
,,,,Music,MacArthur grant
,,,,Music,Leadership
,,,,Music,Law
,,,,Music,Invention
,,,,Music,Internet
,,,,Music,Humor
,,,,Music,Humanity
,,,,Music,Health care
,,,,Music,Happiness
,,,,Music,Global issues
,,,,Music,Future
,,,,Music,Film
,,,,Music,Environment
,,,,Music,Entertainment
,,,,Music,Education
,,,,Music,Disability
,,,,Music,Design
,,,,Music,Dance
,,,,Music,Culture
,,,,Music,Creativity
,,,,Music,Computers
,,,,Music,Comedy
,,,,Music,Collaboration
,,,,Music,Climate change
,,,,Music,Cities
,,,,Music,Children
,,,,Music,Cancer
,,,,Music,Business
,,,,Music,Brain
,,,,Mental health,Music
,,,,Medicine,Music
,,,,Media,Music
,,,,MacArthur grant,Music
,,,,Leadership,Music
,,,,Law,Music
,,,,Invention,Music
,,,,Internet,Music
,,,,Humor,Music
,,,,Humanity,Music
,,,,Health care,Music
,,,,Happiness,Music
,,,,Global issues,Music
,,,,Future,Music
,,,,Film,Music
,,,,Environment,Music
,,,,Entertainment,Music
,,,,Education,Music
,,,,Disability,Music
,,,,Design,Music
,,,,Dance,Music
,,,,Culture,Music
,,,,Creativity,Music
,,,,Computers,Music
,,,,Comedy,Music
,,,,Collaboration,Music
,,,,Climate change,Music
,,,,Cities,Music
,,,,Children,Music
,,,,Cancer,Music
,,,,Business,Music
,,,,Brain,Music
,,,,Music,Live music
,,,,Live music,Music
,,,,Music,Arts
,,,,Arts,Music
,,,,Music,Beauty
,,,,Beauty,Music
,,,,Music,Latin America
,,,,Latin America,Music
,,,,Music,Egypt
,,,,Egypt,Music
,,,,Music,Architecture
,,,,Architecture,Music
,,,,Music,Animals
,,,,Animals,Music
,,,,Music,Africa
,,,,Africa,Music
,,,,Music,Birds
,,,,Birds,Music
,,,,Music,Activism
,,,,Activism,Music
,,,,Motivation,Leadership
,,,,Motivation,Humor
,,,,Motivation,Film
,,,,Motivation,Entertainment
,,,,Motivation,Education
,,,,Motivation,Economics
,,,,Motivation,Disability
,,,,Motivation,Design
,,,,Motivation,Culture
,,,,Motivation,Creativity
,,,,Motivation,Community
,,,,Motivation,Children
,,,,Motivation,Business
,,,,Motivation,Brain
,,,,Leadership,Motivation
,,,,Humor,Motivation
,,,,Film,Motivation
,,,,Entertainment,Motivation
,,,,Education,Motivation
,,,,Economics,Motivation
,,,,Disability,Motivation
,,,,Design,Motivation
,,,,Culture,Motivation
,,,,Creativity,Motivation
,,,,Community,Motivation
,,,,Children,Motivation
,,,,Business,Motivation
,,,,Brain,Motivation
,,,,Motivation,Happiness
,,,,Happiness,Motivation
,,,,Motivation,God
,,,,God,Motivation
,,,,Motivation,Arts
,,,,Arts,Motivation
,,,,Motivation,Activism
,,,,Activism,Motivation
,,,,Money,Inequality
,,,,Money,Happiness
,,,,Money,Global issues
,,,,Money,Entertainment
,,,,Money,Education
,,,,Money,Economics
,,,,Money,Design
,,,,Money,Culture
,,,,Money,Community
,,,,Money,Children
,,,,Money,Business
,,,,Money,Brain
,,,,Inequality,Money
,,,,Happiness,Money
,,,,Global issues,Money
,,,,Entertainment,Money
,,,,Education,Money
,,,,Economics,Money
,,,,Design,Money
,,,,Culture,Money
,,,,Community,Money
,,,,Children,Money
,,,,Business,Money
,,,,Brain,Money
,,,,Money,Activism
,,,,Activism,Money
,,,,Mental health,Medicine
,,,,Mental health,Invention
,,,,Mental health,Humor
,,,,Mental health,Health care
,,,,Mental health,Health
,,,,Mental health,Global issues
,,,,Mental health,Evolution
,,,,Mental health,Entertainment
,,,,Mental health,Education
,,,,Mental health,Development
,,,,Mental health,Design
,,,,Mental health,Culture
,,,,Mental health,Communication
,,,,Mental health,Comedy
,,,,Mental health,Brain
,,,,Medicine,Mental health
,,,,Invention,Mental health
,,,,Humor,Mental health
,,,,Health care,Mental health
,,,,Health,Mental health
,,,,Global issues,Mental health
,,,,Evolution,Mental health
,,,,Entertainment,Mental health
,,,,Education,Mental health
,,,,Development,Mental health
,,,,Design,Mental health
,,,,Culture,Mental health
,,,,Communication,Mental health
,,,,Comedy,Mental health
,,,,Brain,Mental health
,,,,Mental health,Biology
,,,,Biology,Mental health
,,,,Mental health,Live music
,,,,Live music,Mental health
,,,,Mental health,Arts
,,,,Arts,Mental health
,,,,Mental health,Animals
,,,,Animals,Mental health
,,,,Mental health,Activism
,,,,Activism,Mental health
,,,,Meme,Medicine
,,,,Meme,Law
,,,,Meme,Internet
,,,,Meme,Humanity
,,,,Meme,Health
,,,,Meme,Government
,,,,Meme,God
,,,,Meme,Faith
,,,,Meme,Evolution
,,,,Meme,Design
,,,,Meme,Culture
,,,,Meme,Computers
,,,,Meme,Collaboration
,,,,Meme,Brain
,,,,Medicine,Meme
,,,,Law,Meme
,,,,Internet,Meme
,,,,Humanity,Meme
,,,,Health,Meme
,,,,Government,Meme
,,,,God,Meme
,,,,Faith,Meme
,,,,Evolution,Meme
,,,,Design,Meme
,,,,Culture,Meme
,,,,Computers,Meme
,,,,Collaboration,Meme
,,,,Brain,Meme
,,,,Meme,Activism
,,,,Activism,Meme
,,,,Medicine,Health
,,,,Medicine,Green
,,,,Medicine,Global issues
,,,,Health,Medicine
,,,,Green,Medicine
,,,,Global issues,Medicine
,,,,Medicine,Invention
,,,,Invention,Medicine
,,,,Medicine,Health care
,,,,Health care,Medicine
,,,,Medicine,Design
,,,,Design,Medicine
,,,,Medicine,Culture
,,,,Culture,Medicine
,,,,Medicine,Entertainment
,,,,Entertainment,Medicine
,,,,Medicine,Collaboration
,,,,Collaboration,Medicine
,,,,Medicine,Education
,,,,Education,Medicine
,,,,Medicine,Children
,,,,Children,Medicine
,,,,Medicine,Cities
,,,,Cities,Medicine
,,,,Medicine,Media
,,,,Media,Medicine
,,,,Medicine,Humanity
,,,,Humanity,Medicine
,,,,Medicine,Community
,,,,Community,Medicine
,,,,Medicine,Communication
,,,,Communication,Medicine
,,,,Medicine,Business
,,,,Business,Medicine
,,,,Medicine,Future
,,,,Future,Medicine
,,,,Medicine,Evolution
,,,,Evolution,Medicine
,,,,Medicine,Disease
,,,,Disease,Medicine
,,,,Medicine,Development
,,,,Development,Medicine
,,,,Medicine,Film
,,,,Film,Medicine
,,,,Medicine,LGBT
,,,,LGBT,Medicine
,,,,Medicine,Brain
,,,,Brain,Medicine
,,,,Medicine,Crime
,,,,Crime,Medicine
,,,,Medicine,Heart health
,,,,Heart health,Medicine
,,,,Medicine,Biology
,,,,Biology,Medicine
,,,,Medicine,Insects
,,,,Insects,Medicine
,,,,Medicine,Cancer
,,,,Cancer,Medicine
,,,,Medicine,Exploration
,,,,Exploration,Medicine
,,,,Medicine,Live music
,,,,Live music,Medicine
,,,,Medicine,Arts
,,,,Arts,Medicine
,,,,Medicine,Gender
,,,,Gender,Medicine
,,,,Medicine,AIDS
,,,,AIDS,Medicine
,,,,Medicine,Adventure
,,,,Adventure,Medicine
,,,,Medicine,Activism
,,,,Activism,Medicine
,,,,Media,Invention
,,,,Media,Health care
,,,,Media,Health
,,,,Media,Global issues
,,,,Media,Environment
,,,,Media,Entertainment
,,,,Media,Education
,,,,Media,Design
,,,,Media,Culture
,,,,Media,Computers
,,,,Media,Comedy
,,,,Media,Collaboration
,,,,Media,Cities
,,,,Media,Children
,,,,Invention,Media
,,,,Health care,Media
,,,,Health,Media
,,,,Global issues,Media
,,,,Environment,Media
,,,,Entertainment,Media
,,,,Education,Media
,,,,Design,Media
,,,,Culture,Media
,,,,Computers,Media
,,,,Comedy,Media
,,,,Collaboration,Media
,,,,Cities,Media
,,,,Children,Media
,,,,Media,Law
,,,,Law,Media
,,,,Media,Humanity
,,,,Humanity,Media
,,,,Media,Economics
,,,,Economics,Media
,,,,Media,Community
,,,,Community,Media
,,,,Media,Communication
,,,,Communication,Media
,,,,Media,Business
,,,,Business,Media
,,,,Media,Creativity
,,,,Creativity,Media
,,,,Media,Future
,,,,Future,Media
,,,,Media,Disease
,,,,Disease,Media
,,,,Media,Humor
,,,,Humor,Media
,,,,Media,Film
,,,,Film,Media
,,,,Media,Identity
,,,,Identity,Media
,,,,Media,Brain
,,,,Brain,Media
,,,,Media,Disability
,,,,Disability,Media
,,,,Media,Happiness
,,,,Happiness,Media
,,,,Media,Hack
,,,,Hack,Media
,,,,Media,Climate change
,,,,Climate change,Media
,,,,Media,Feminism
,,,,Feminism,Media
,,,,Media,Live music
,,,,Live music,Media
,,,,Media,Arts
,,,,Arts,Media
,,,,Media,Gender
,,,,Gender,Media
,,,,Media,Journalism
,,,,Journalism,Media
,,,,Media,Egypt
,,,,Egypt,Media
,,,,Media,Fashion
,,,,Fashion,Media
,,,,Media,Africa
,,,,Africa,Media
,,,,Media,AIDS
,,,,AIDS,Media
,,,,Media,Activism
,,,,Activism,Media
,,,,MacArthur grant,Invention
,,,,MacArthur grant,Inequality
,,,,MacArthur grant,Humor
,,,,MacArthur grant,Health
,,,,MacArthur grant,Green
,,,,MacArthur grant,Global issues
,,,,MacArthur grant,Evolution
,,,,MacArthur grant,Environment
,,,,MacArthur grant,Entertainment
,,,,MacArthur grant,Education
,,,,MacArthur grant,Economics
,,,,MacArthur grant,Disease
,,,,MacArthur grant,Design
,,,,MacArthur grant,Dance
,,,,MacArthur grant,Culture
,,,,MacArthur grant,Creativity
,,,,MacArthur grant,Computers
,,,,MacArthur grant,Communication
,,,,MacArthur grant,Collaboration
,,,,MacArthur grant,Cities
,,,,MacArthur grant,Children
,,,,MacArthur grant,Business
,,,,MacArthur grant,Biology
,,,,Invention,MacArthur grant
,,,,Inequality,MacArthur grant
,,,,Humor,MacArthur grant
,,,,Health,MacArthur grant
,,,,Green,MacArthur grant
,,,,Global issues,MacArthur grant
,,,,Evolution,MacArthur grant
,,,,Environment,MacArthur grant
,,,,Entertainment,MacArthur grant
,,,,Education,MacArthur grant
,,,,Economics,MacArthur grant
,,,,Disease,MacArthur grant
,,,,Design,MacArthur grant
,,,,Dance,MacArthur grant
,,,,Culture,MacArthur grant
,,,,Creativity,MacArthur grant
,,,,Computers,MacArthur grant
,,,,Communication,MacArthur grant
,,,,Collaboration,MacArthur grant
,,,,Cities,MacArthur grant
,,,,Children,MacArthur grant
,,,,Business,MacArthur grant
,,,,Biology,MacArthur grant
,,,,MacArthur grant,Arts
,,,,Arts,MacArthur grant
,,,,MacArthur grant,Activism
,,,,Activism,MacArthur grant
,,,,Live music,Leadership
,,,,Live music,Humor
,,,,Live music,Health care
,,,,Live music,Entertainment
,,,,Live music,Education
,,,,Live music,Disability
,,,,Live music,Design
,,,,Live music,Culture
,,,,Live music,Creativity
,,,,Live music,Community
,,,,Live music,Collaboration
,,,,Live music,Children
,,,,Live music,Brain
,,,,Leadership,Live music
,,,,Humor,Live music
,,,,Health care,Live music
,,,,Entertainment,Live music
,,,,Education,Live music
,,,,Disability,Live music
,,,,Design,Live music
,,,,Culture,Live music
,,,,Creativity,Live music
,,,,Community,Live music
,,,,Collaboration,Live music
,,,,Children,Live music
,,,,Brain,Live music
,,,,Live music,Arts
,,,,Arts,Live music
,,,,Live music,Animals
,,,,Animals,Live music
,,,,Live music,Africa
,,,,Africa,Live music
,,,,Live music,Adventure
,,,,Adventure,Live music
,,,,Live music,Activism
,,,,Activism,Live music
,,,,LGBT,Inequality
,,,,LGBT,Humor
,,,,LGBT,Film
,,,,LGBT,Culture
,,,,Inequality,LGBT
,,,,Humor,LGBT
,,,,Film,LGBT
,,,,Culture,LGBT
,,,,LGBT,Identity
,,,,Identity,LGBT
,,,,LGBT,Beauty
,,,,Beauty,LGBT
,,,,LGBT,Gender
,,,,Gender,LGBT
,,,,LGBT,Fashion
,,,,Fashion,LGBT
,,,,LGBT,Activism
,,,,Activism,LGBT
,,,,Leadership,Internet
,,,,Leadership,Global issues
,,,,Leadership,Environment
,,,,Leadership,Entertainment
,,,,Leadership,Education
,,,,Leadership,Design
,,,,Leadership,Culture
,,,,Leadership,Creativity
,,,,Leadership,Computers
,,,,Leadership,Community
,,,,Leadership,Communication
,,,,Leadership,Children
,,,,Leadership,Business
,,,,Internet,Leadership
,,,,Global issues,Leadership
,,,,Environment,Leadership
,,,,Entertainment,Leadership
,,,,Education,Leadership
,,,,Design,Leadership
,,,,Culture,Leadership
,,,,Creativity,Leadership
,,,,Computers,Leadership
,,,,Community,Leadership
,,,,Communication,Leadership
,,,,Children,Leadership
,,,,Business,Leadership
,,,,Leadership,Humor
,,,,Humor,Leadership
,,,,Leadership,Dance
,,,,Dance,Leadership
,,,,Leadership,Happiness
,,,,Happiness,Leadership
,,,,Leadership,God
,,,,God,Leadership
,,,,Leadership,Climate change
,,,,Climate change,Leadership
,,,,Leadership,Feminism
,,,,Feminism,Leadership
,,,,Leadership,Arts
,,,,Arts,Leadership
,,,,Leadership,Africa
,,,,Africa,Leadership
,,,,Leadership,AIDS
,,,,AIDS,Leadership
,,,,Leadership,Activism
,,,,Activism,Leadership
,,,,Law,Health care
,,,,Law,Health
,,,,Law,Green
,,,,Law,Government
,,,,Law,Global issues
,,,,Law,Environment
,,,,Law,Entertainment
,,,,Law,Design
,,,,Law,Culture
,,,,Law,Computers
,,,,Law,Collaboration
,,,,Law,Cities
,,,,Health care,Law
,,,,Health,Law
,,,,Green,Law
,,,,Government,Law
,,,,Global issues,Law
,,,,Environment,Law
,,,,Entertainment,Law
,,,,Design,Law
,,,,Culture,Law
,,,,Computers,Law
,,,,Collaboration,Law
,,,,Cities,Law
,,,,Law,Internet
,,,,Internet,Law
,,,,Law,Economics
,,,,Economics,Law
,,,,Law,Community
,,,,Community,Law
,,,,Law,Business
,,,,Business,Law
,,,,Law,Creativity
,,,,Creativity,Law
,,,,Law,Future
,,,,Future,Law
,,,,Law,Inequality
,,,,Inequality,Law
,,,,Law,Crime
,,,,Crime,Law
,,,,Law,Climate change
,,,,Climate change,Law
,,,,Law,Arts
,,,,Arts,Law
,,,,Law,Journalism
,,,,Journalism,Law
,,,,Law,Fashion
,,,,Fashion,Law
,,,,Law,AIDS
,,,,AIDS,Law
,,,,Law,Activism
,,,,Activism,Law
,,,,Latin America,Humor
,,,,Latin America,Green
,,,,Latin America,Global issues
,,,,Latin America,Entertainment
,,,,Latin America,Education
,,,,Latin America,Design
,,,,Latin America,Culture
,,,,Latin America,Cities
,,,,Latin America,Biology
,,,,Latin America,Biodiversity
,,,,Latin America,Arts
,,,,Humor,Latin America
,,,,Green,Latin America
,,,,Global issues,Latin America
,,,,Entertainment,Latin America
,,,,Education,Latin America
,,,,Design,Latin America
,,,,Culture,Latin America
,,,,Cities,Latin America
,,,,Biology,Latin America
,,,,Biodiversity,Latin America
,,,,Arts,Latin America
,,,,Latin America,Brazil
,,,,Brazil,Latin America
,,,,Latin America,Architecture
,,,,Architecture,Latin America
,,,,Latin America,Birds
,,,,Birds,Latin America
,,,,Latin America,Activism
,,,,Activism,Latin America
,,,,Journalism,Internet
,,,,Journalism,Humor
,,,,Journalism,Health
,,,,Journalism,Global issues
,,,,Journalism,Gender
,,,,Journalism,Exploration
,,,,Journalism,Environment
,,,,Journalism,Entertainment
,,,,Journalism,Design
,,,,Journalism,Culture
,,,,Journalism,Crime
,,,,Journalism,Communication
,,,,Journalism,Arts
,,,,Internet,Journalism
,,,,Humor,Journalism
,,,,Health,Journalism
,,,,Global issues,Journalism
,,,,Gender,Journalism
,,,,Exploration,Journalism
,,,,Environment,Journalism
,,,,Entertainment,Journalism
,,,,Design,Journalism
,,,,Culture,Journalism
,,,,Crime,Journalism
,,,,Communication,Journalism
,,,,Arts,Journalism
,,,,Journalism,Animals
,,,,Animals,Journalism
,,,,Journalism,Africa
,,,,Africa,Journalism
,,,,Journalism,Activism
,,,,Activism,Journalism
,,,,Invention,Health
,,,,Invention,Green
,,,,Invention,Global issues
,,,,Invention,Environment
,,,,Invention,Disaster relief
,,,,Health,Invention
,,,,Green,Invention
,,,,Global issues,Invention
,,,,Environment,Invention
,,,,Disaster relief,Invention
,,,,Invention,Health care
,,,,Health care,Invention
,,,,Invention,Design
,,,,Design,Invention
,,,,Invention,Culture
,,,,Culture,Invention
,,,,Invention,Entertainment
,,,,Entertainment,Invention
,,,,Invention,Computers
,,,,Computers,Invention
,,,,Invention,Collaboration
,,,,Collaboration,Invention
,,,,Invention,Education
,,,,Education,Invention
,,,,Invention,Children
,,,,Children,Invention
,,,,Invention,Cities
,,,,Cities,Invention
,,,,Invention,Internet
,,,,Internet,Invention
,,,,Invention,Economics
,,,,Economics,Invention
,,,,Invention,Communication
,,,,Communication,Invention
,,,,Invention,Business
,,,,Business,Invention
,,,,Invention,Creativity
,,,,Creativity,Invention
,,,,Invention,Future
,,,,Future,Invention
,,,,Invention,Disease
,,,,Disease,Invention
,,,,Invention,Development
,,,,Development,Invention
,,,,Invention,Brain
,,,,Brain,Invention
,,,,Invention,Disability
,,,,Disability,Invention
,,,,Invention,Happiness
,,,,Happiness,Invention
